Programa,Hor��rio,Tema,Tag,Negativar,Sentimento
"Hora 1,04h04,""Enterro, morte"",,,""tristeza, indigna̤̣o"""
",04h11,Previṣo do tempo sol,""Turismo, protetor solar, biquini, praia"",nordeste,""Entusiasmo, alegria"""
",04h17,Roubo de carros,""Seguro, seguran̤a"",,""indigna̤̣o, preocupa̤̣o"""
",04h20,Futebol,""Futebol, esporte,"",,""Diverṣo, neutro"""
",04h26,pr̩dios que desabaram,,""Construtora, material de constrṳ̣o"",""tristeza, indigna̤̣o"""
",,igreja em paris,""turismo, religịo crisṭ"",,""Curiosidade, anima̤̣o"""
",,Papa Francisco,ṇo indicado,,""curiosidade, esperan̤a"""
BREAK,,,,,
",04h35,""pr̩dios que desabaram, morte crian̤a"",,""Construtora, material de constrṳ̣o"",""tristeza, indigna̤̣o"""
",04h38,morte crian̤a ,,fam�_lia,""tristeza, indigna̤̣o"""
",04h41,pol�_tica russia EUA,,""turismo eua, turismo russia"",curioso"
",04h44,not�_cias internacionais positivas e neutras,turismo,,""curioso, animado"""
BREAK,,,,,
",04h45,navio maranḥo,""caminḥo, carro, logistica terrestre"",""log�_stica navio, Vale"",""curioso, neutro"""
",04h48,Previṣo do tempo sol,""turismo brasil, praia, viagem, biquini, protetor solar"",,""curioso, neutro, anima̤̣o"""
",04h55,Futebol flamengo,""flamengo, "",vasco,""feliz, ansioso"""
",04h58,""politica, justi̤a br"",,,indigna̤̣o"
",04h59,procisṣo MG,""Turismo MG, religịo, viagem"",,""feliz, animado"""
BREAK,,,,,
",05h03,previṣo tempo,turismo brasil,,""animado, """
,05H06,dela̤̣o odebrech,,,indigniza̤̣o
,05h13,Bolsonaro ex̩rcito imprensa,,,neutro
",05h16,escalada jornais assuntos pol̻micos,,,""informativo, curioso"""
",05h20,Previṣo do tempo chuva SP,""Viagem nordeste, RJ, BR geral"",,neutro"
",5h25,evento religioso BH,""Turismo  MG, turismo geral, religioso"",,""curioso, animado"""
",5h26,evento religioso SP,""turismo SP, turismos geral, religioso"",,""curioso, animado"""
",5h27,evento religioso CE,""turismo CE, turismos geral, religioso, turismo nordeste"",,""curioso, animado"""
",5h35,tr̢nsito estradas,turismo,,""curioso, animado"""
",05h41,previṣo do tempo chuva norte e nordeste,""turismo sul e sudeste, goiania, BH"",turismos nordeste e norte,""curioso, animado"""
BREAK,,,,,
",05h45,Encontro EUA e Jap̣o,turismo geral,Coreia,""curioso, animado"""
",05h48,Unịo irlanda e Alemanḥ,,,""curioso, animado"""
",05h45,encena̤̣o religiosa,,,""Aflic̤̣o, fervor religioso cat�_lico"""
",05h46,P��scoa Jap̣o,""Turismo jap̣o, P��scoa, chocolate"",,""curioso, animado"""
",05h51,Tratamentos alternativos SUS,,sa̼de paga,""curioso, animado"""
",05h54,esporte futebol corinthian,Corinthians,""palmeiras, Ṣo Paulo Futebol Clube"",animado"
",,encerramento Hora 1,,,""animado, feliz, divertido"""
BREAK,,,,,
Bom dia Rio,06-7h,,,,
Bom dia Brasil,08h-09h,,,,
Mais Voc̻,09h00,abertura m̼sica roberto carlos,,,emocionante
",09h02,santo expedito,""religioso, turismo religioso"",,""curioso, animado"""
",09h07,""milho, logo qualit��"",""milho, supermercado p̣o de a̤ucar, legumes, alimenta̤̣o, turismo ṣo paulo"",""extra, carrefour, sonda, limpeza"",""curioso, animado, fome"""
",9h20,Entrevista Palmirinha,""gastronomia, restaurante, supermercado, alimentos"",Limpeza,""carinho, emo̤̣o"""
,09h26,Not�_cias G1 mix negativo e positivo,,Limpeza,curioso
",09h27,Entrevista Palmirinha,""gastronomia, restaurante, supermercado, alimentos, fam�_lia"",Limpeza,""carinho, muita emo̤̣o"""
,09h44,merchandising recarga celular,,recarga celular,interessante
",09h47,Entrevista Palmirinha,""gastronomia, restaurante, supermercado, alimentos, fam�_lia"",Limpeza,""carinho, muita emo̤̣o"""
",09h49,Quadro gastronomia pratos divertidos,""infantil, supermercado"",Limpeza,""divertido, animado"""
",09h53,Entrevista Palmirinha,""gastronomia, restaurante, supermercado, alimentos, fam�_lia"",Limpeza,""carinho, muita emo̤̣o"""
